canonical_name,aliases,sector,entity_type,inclusion_reasons,profile_summary,total_donations_gel,first_donation_date,last_donation_date,donation_count,donation_details,beneficial_owner,beneficial_owner_english,ownership_chain,registry_id,registry_official_name,registry_status,registry_address,has_allegations,allegation_count,allegation_types,allegation_details,allegation_sources,state_procurement_gel,state_contracts_count,state_benefit_details,website,sanctions,nazk_war_sponsor,registry_verified,sources
P and L,P AND L; P DA L; Პ ᲓᲐ Ლ,Trading & Distribution,Company,DONOR,P and L is a trading & distribution company that donated 110K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,110000.0,2017-08-25,2017-08-25,1,"2017-08-25: 110,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_16,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Prime,PRIME; PRAIMI; ᲞᲠᲐᲘᲛᲘ,Trading & Distribution,Company,DONOR,Prime is a trading & distribution company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Mariami Khurtsidze. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2016-08-16,2016-08-16,1,"2016-08-16: 100,000 GEL",Mariami Khurtsidze (მარიამი ხურციძე),Mariami Khurtsidze,,ge-coreg-63289489750cb83899ffb693990101b65688f5c3,შპს prime ცენტრი,რეგისტრირებულია,"საქართველო, ქ. თბილისი, ძველი თბილისის რაიონი, ლ.ბოცვაძის ქ., N 14, ბ. 25",No,0,,,,,,,,,,Yes,DONATIONWATCH
DAR BUILDING,DAR BUILDING,Construction,Company,DONOR,DAR BUILDING is a construction company that donated 100K GEL to Georgian Dream to date. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2016-08-17,2016-08-17,1,"2016-08-17: 100,000 GEL",,,,,,,,No,0,,,,,,,,,,Yes,DONATIONWATCH; GE_COMPANY_REGISTRY
Geogrand Bet,GEOGRAND BET; ᲒᲔᲝᲒᲠᲐᲜᲓ ᲑᲔᲗ,Media & Communications,Company,DONOR,Geogrand Bet is a media & communications company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Achiko Khmaladze. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2016-08-18,2016-08-18,1,"2016-08-18: 100,000 GEL",Achiko Khmaladze (აჩიკო ხმალაძე),Achiko Khmaladze,,ge-coreg-0961e125c7bb89f8d7bca87c9d28ca32d520a6d8,შპს ბაბობე გრანდი,რეგისტრირებულია,"საქართველო, ბათუმი თამარ მეფის დას. N 19 ბ. 11-12",No,0,,,,,,,,,,Yes,DONATIONWATCH
Medimport,MEDIMPORT; MEDIMPORTI; ᲛᲔᲓᲘᲛᲞᲝᲠᲢᲘ,Transport & Logistics,Company,DONOR,Medimport is a transport & logistics company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2016-09-23,2016-09-23,1,"2016-09-23: 100,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_17,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Isani Building,ISANI BUILDING; ISANI BILDING; ᲘᲡᲐᲜᲘ ᲑᲘᲚᲓᲘᲜᲒ,Construction,Company,DONOR,Isani Building is a construction company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Zauri Okrojanashvili. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2016-11-18,2017-10-09,2,"2016-11-18: 50,000 GEL | 2017-10-09: 50,000 GEL",Zauri Okrojanashvili (ზაური ოქროჯანაშვილი),Zauri Okrojanashvili,,ge-coreg-00139c2dce19e10ce95f9b0bf9f528a8c0e15c26,შპს ANI,რეგისტრირებულია,"საქართველო, ქ. თბილისის, ისანი-სამგორის რაიონში, მოსკოვის გამზ., V კვ., კორ. 1, ბ. 25",No,0,,,,,,,,,,Yes,DONATIONWATCH
T R Distribution,T R DISTRIBUTION; T R DISTRIBUSHEN; Თ Რ ᲓᲘᲡᲢᲠᲘᲑᲣᲨᲔᲜ,Trading & Distribution,Company,DONOR,T R Distribution is a trading & distribution company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2017-08-29,2017-09-01,2,"2017-08-29: 50,000 GEL | 2017-09-01: 50,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_18,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
H-Rental,HRENTAL; EICHERENTALI; ᲔᲘᲩᲔᲠᲔᲜᲢᲐᲚᲘ,Construction,Company,DONOR,H-Rental is a construction company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2017-08-29,2017-08-29,1,"2017-08-29: 100,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_19,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Sea Products,SEA PRODUCTS; ZGHVIS PRODUKTEBI; ᲖᲦᲕᲘᲡ ᲞᲠᲝᲓᲣᲥᲢᲔᲑᲘ,Food & Beverage,Company,DONOR,Sea Products is a food & beverage company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2017-08-29,2017-08-29,1,"2017-08-29: 100,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_20,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Agricom,AGRICOM; AGRIKOMI; ᲐᲒᲠᲘᲙᲝᲛᲘ,Agriculture & Wine,Company,DONOR,Agricom is a agriculture & wine company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2017-09-07,2017-09-07,1,"2017-09-07: 100,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_21,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Engadi,ENGADI; ᲔᲜᲒᲐᲓᲘ,Legal & Professional Services,Company,"SERVICE_PROVIDER, DONOR",Engadi provides professional services to the Georgian Dream government or Ivanishvili's business interests. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2017-09-22,2017-09-22,1,"2017-09-22: 100,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_22,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
TGL Sport,TGL SPORT; TI JI EL SPORTI; ᲗᲘ ᲯᲘ ᲔᲚ ᲡᲞᲝᲠᲢᲘ,Transport & Logistics,Company,DONOR,TGL Sport is a transport & logistics company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Beka Petelava. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2017-10-04,2017-10-04,1,"2017-10-04: 100,000 GEL",Beka Petelava (ბექა ფეტელავა),Beka Petelava,,ge-coreg-00c9024bf0ec65df1cd247f9d4534dc191447188,შპს GL,რეგისტრირებულია,"საქართველო, ქ. თბილისის, ვაკე-საბურთალოს რაიონში, ნუცუბიძის ფერდ., II მ/რ, III კვ., III კორპ, ბინა 25",No,0,,,,,,,,,,Yes,DONATIONWATCH
Inter+,INTER; ᲘᲜᲢᲔᲠ,Trading & Distribution,Company,DONOR,Inter+ is a trading & distribution company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2017-10-04,2017-10-04,1,"2017-10-04: 100,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_23,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Aversi-Rational,AVERSIRATIONAL; AVERSIRATSIONALI; ᲐᲕᲔᲠᲡᲘᲠᲐᲪᲘᲝᲜᲐᲚᲘ,Healthcare,Company,DONOR,Aversi-Rational is a healthcare company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Nikoloz Pruidze & Ilia Labartqava. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2017-10-05,2017-10-05,1,"2017-10-05: 100,000 GEL",Nikoloz Pruidze & Ilia Labartqava (ნიკოლოზ ფრუიძე & ილია ლაბარტყავა),Nikoloz Pruidze & Ilia Labartqava,,ge-coreg-2eab70ad57705c98bf0e347e0a9698b6bdac50a4,შპს ტრავერსი,რეგისტრირებულია,"საქართველო, თბილისი, დიდუბის რაიონი, ევგენი მიქელაძის ქუჩა, N 4, ბინა 76",No,0,,,,,,,https://www.aversi.ge/,,,Yes,DONATIONWATCH
Deka,DEKA; ᲓᲔᲙᲐ,Trading & Distribution,Company,DONOR,Deka is a trading & distribution company that donated 100K GEL to Georgian Dream to date. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2017-10-10,2017-10-10,1,"2017-10-10: 100,000 GEL",,,,,,,,No,0,,,,,,,,,,Yes,DONATIONWATCH; GE_COMPANY_REGISTRY
Gama,GAMA; ᲒᲐᲛᲐ,Trading & Distribution,Company,DONOR,Gama is a trading & distribution company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Archili Makaradze & Jemal Gabaidze. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2017-10-17,2017-10-17,1,"2017-10-17: 100,000 GEL",Archili Makaradze & Jemal Gabaidze (არჩილი მაკარაძე & ჯემალ გაბაიძე),Archili Makaradze & Jemal Gabaidze,,ge-coreg-e97f0bacc51d17adafcd974c844dcb5f6edc8547,შპს Gama+,აქტიური,"საქართველო, ქ. თბილისის, დიდუბე-ჩუღურეთის რაიონში, თევდორე მღვდლის ქ., №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Sakartvelo,SAKARTVELO; ᲡᲐᲥᲐᲠᲗᲕᲔᲚᲝ,Media & Communications,Company,DONOR,Sakartvelo is a media & communications company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2019-05-02,2019-05-02,1,"2019-05-02: 100,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_24,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Georgian-American Construction Enterprise LTD GACC,GEORGIANAMERICAN CONSTRUCTION ENTERPRISE GACC; KARTULAMERIKULI SAMSHENEBLO SATSARMO GACC; ᲥᲐᲠᲗᲣᲚᲐᲛᲔᲠᲘᲙᲣᲚᲘ ᲡᲐᲛᲨᲔᲜᲔᲑᲚᲝ ᲡᲐᲬᲐᲠᲛᲝ GACC,Construction,Company,DONOR,Georgian-American Construction Enterprise LTD GACC is a construction company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Pereidun Padai Doulats. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2019-05-06,2019-05-07,2,"2019-05-06: 100 GEL | 2019-05-07: 99,900 GEL",Pereidun Padai Doulats (ფერეიდუნ ფადაი დოულათს),Pereidun Padai Doulats,,ge-coreg-02fc253d542e6891cbfecddbbe62f20c7b58105c,სს RISE,რეგისტრირებულია,"საქართველო, თბილისი, ვაკე-საბურთალოს რაიონი, ბახტრიონის ქ., №16",No,0,,,,,,,,,,Yes,DONATIONWATCH
Service-Agro,SERVICEAGRO; SERVISAGRO; ᲡᲔᲠᲕᲘᲡᲐᲒᲠᲝ,Agriculture & Wine,Company,DONOR,Service-Agro is a agriculture & wine company that donated 100K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,100000.0,2019-07-04,2019-07-04,1,"2019-07-04: 100,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_25,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
